,stop_name,stop_id,latitude,longitude,SEQ,GRUPO,SENTIDO,TIPO,ITINERARY_ID,line_id
0,"Rua Brasílio Itiberê, 1349 - Jardim Botanico",110167,"-25,442762610011","-49,257536412424",21,,Jardim Botânico,Novo mobiliário,11113,464
1,"Rua João Negrão, 1408 - Centro",110145,"-25,441763500043","-49,261036695189",20,,Jardim Botânico,Novo mobiliário,11113,464
2,"Rua Alcides Munhoz, 973 - Mercês",190508,"-25,419625941787","-49,296201796478",3,,Jardim Botânico,Placa em cano,11113,464
3,"Rua Alcides Munhoz, 1235 - Mercês",190908,"-25,418882900725","-49,299594651521",34,,Alcides Munhoz,Novo mobiliário,11133,464
4,"Rua Conselheiro Laurindo, 341 - Centro",110153,"-25,431282639826","-49,264389456457",18,,Alcides Munhoz,Placa em poste,11133,464
5,"Rua Desembargador Isaías Bevilacqua, 494 - Mercês",110080,"-25,424680465189","-49,286855639166",26,,Alcides Munhoz,Placa em cano,11133,464
6,"Rua Doutor Jorge Meyer Filho, 153 - Jardim Botanico",140922,"-25,443424941673","-49,243132950014",3,,Alcides Munhoz,Chapéu chinês,11133,464
7,"Rua Bento Azambuja, 1 - Jardim Botanico",140925,"-25,440384005192","-49,243086011356",6,,Alcides Munhoz,Chapéu chinês,11133,464
8,Rua José Loureiro - 464 - A. Munhoz / Jd. Botânico,102241,"-25,43354020745","-49,272350252813",15,,Jardim Botânico,Novo mobiliário,11113,464
9,"Rua João Negrão, 1274 - Centro",110144,"-25,439979614001","-49,26194462294",19,,Jardim Botânico,Novo mobiliário,11113,464
10,"Rua Desembargador Mota, 2524 - Água Verde",190914,"-25,426582064222","-49,287290157026",8,,Jardim Botânico,Novo mobiliário,11113,464
11,"Rua Professor Fernando Moreira, 951 - Centro",180241,"-25,42939928254","-49,285593659824",9,,Jardim Botânico,Novo mobiliário,11113,464
12,Praça Tiradentes - 464 - A.Munhoz / J.Botânico,101015,"-25,429167948522","-49,271203608459",21,,Alcides Munhoz,Novo mobiliário,11133,464
13,"Rua Mal. Deodoro, 314 - Centro",110004,"-25,431247786293","-49,269576114882",20,,Alcides Munhoz,Novo mobiliário,11133,464
14,"Rua Fernando Simas, 1119 - Mercês",190832,"-25,426269574212","-49,291281284041",28,,Alcides Munhoz,Sem demarcação,11133,464
15,"Rua Desembargador Isaías Bevilacqua, 638 - Mercês",190913,"-25,42525458169","-49,288308055347",27,,Alcides Munhoz,Sem demarcação,11133,464
16,"Rua Dante Alighieri, 25 - Jardim Botanico",140923,"-25,442384661808","-49,243362278885",4,,Alcides Munhoz,Chapéu chinês,11133,464
17,"Rua Hildebrando de Araújo, 209 - Jardim Botanico",130842,"-25,438957366557","-49,248453111595",10,,Alcides Munhoz,Placa em poste,11133,464
18,"Rua Desembargador Isaías Bevilacqua, 637 - Mercês",190912,"-25,425339366595","-49,288156510538",7,,Jardim Botânico,Novo mobiliário,11113,464
19,"Rua Fernando Simas, 1570 - Mercês",190830,"-25,422503279141","-49,293112226969",30,,Alcides Munhoz,Sem demarcação,11133,464
20,"Rua Engenheiros Rebouças, 381 - Jardim Botanico",130846,"-25,438346982897","-49,25046879167",11,,Alcides Munhoz,Novo mobiliário,11133,464
21,"Rua Maurício Nunes Garcia, 246 - Jardim Botanico",140920,"-25,444053464967","-49,247706116385",1,,Alcides Munhoz,Domus,11133,464
22,"Rua Carlos Antônio de Azevedo, 1 - Jardim Botanico",140924,"-25,44122568984","-49,24409586305",5,,Alcides Munhoz,Chapéu chinês,11133,464
23,"R. Fernando Simas, 1330 - Mercês",191005,"-25,424774196052","-49,29200446652",29,,Alcides Munhoz,Sem demarcação,11133,464
24,"Rua Mal. Deodoro, 527 - Centro",110003,"-25,430286486029","-49,267224682014",19,,Alcides Munhoz,Novo mobiliário,11133,464
25,"Rua Cruz Machado, 82 - Centro",110017,"-25,43008","-49,27409",13,,Jardim Botânico,Placa em cano,11113,464
26,"Rua João Negrão, 510 - Centro",110155,"-25,433860008204","-49,264960768075",17,,Jardim Botânico,Placa em cano,11113,464
27,"Rua João Negrão, 940 - Centro",110205,"-25,43697371231","-49,263431907839",18,,Jardim Botânico,Placa em cano,11113,464
28,"Av. Prefeito Omar Sabag, 213 - Jardim Botanico",140553,"-25,44232542473","-49,247905940956",26,,Jardim Botânico,Novo mobiliário,11113,464
29,"R. Cruz Machado, 550 - Centro",110103,"-25,43135530897","-49,277789772696",11,,Jardim Botânico,Novo mobiliário,11113,464
30,"R. Júlia Wanderley, 621 - Mercês",190175,"-25,424943323382","-49,291435480986",6,,Jardim Botânico,Novo mobiliário,11113,464
31,"Alameda Augusto Stellfeld, 285 - São Francisco",110013,"-25,429152243676","-49,276481034584",22,,Alcides Munhoz,Novo mobiliário,11133,464
32,"Rua Engenheiros Rebouças, 1296 - Rebouças",110173,"-25,440844952082","-49,257091165728",14,,Alcides Munhoz,Chapéu chinês,11133,464
33,"Rua Maurício Nunes Garcia, 431 - Jardim Botanico",140921,"-25,444628700173","-49,245974750465",2,,Alcides Munhoz,Placa em cano,11133,464
34,"R. André de Barros, 360 - Centro",110152,"-25,435077133935","-49,269267754631",16,,Jardim Botânico,Placa em poste,11113,464
35,"Rua Brasílio Itiberê, 1145 - Jardim Botanico",110168,"-25,441882182631","-49,255241782612",22,,Jardim Botânico,Novo mobiliário,11113,464
36,"Rua Alcides Munhoz, 1145 - Mercês",190909,"-25,419211686764","-49,298112870401",2,,Jardim Botânico,Novo mobiliário,11113,464
37,"Rua Fernando Simas, 1713 - Mercês",190828,"-25,420708812231","-49,293988974041",4,,Jardim Botânico,Novo mobiliário,11113,464
38,"Rua Maurício Nunes Garcia, 246 - Jardim Botanico",140920,"-25,444053464967","-49,247706116385",27,,Jardim Botânico,Domus,11113,464
39,"Rua Engenheiros Rebouças, 540 - Jardim Botanico",110171,"-25,438835151813","-49,251793802923",12,,Alcides Munhoz,Novo mobiliário,11133,464
40,"Alameda Augusto Stelfeld, 1018 - Centro",110108,"-25,430859946765","-49,28164410705",23,,Alcides Munhoz,Novo mobiliário,11133,464
41,"Rua Santana, 399 - Jardim Botanico",140928,"-25,439727608191","-49,24755591268",9,,Alcides Munhoz,Chapéu chinês,11133,464
42,"Rua Alcides Munhoz, 1235 - Mercês",190908,"-25,418882900725","-49,299594651521",1,,Jardim Botânico,Novo mobiliário,11113,464
43,"Av. Prefeito Omar Sabag, 750 - Jardim Botanico",140550,"-25,441326311136","-49,249190719074",25,,Jardim Botânico,Novo mobiliário,11113,464
44,"Rua Alcides Munhoz, 974 - Mercês",190827,"-25,419530251426","-49,296117306894",32,,Alcides Munhoz,Placa em cano,11133,464
45,"Rua Brigadeiro Franco, 997 - Mercês",110406,"-25,430488120985","-49,283623577303",24,,Alcides Munhoz,Novo mobiliário,11133,464
46,"Alameda Dr. Muricy, 701 - Centro",110218,"-25,431382964984","-49,272843533262",14,,Jardim Botânico,Placa em cano,11113,464
47,"Rua Cruz Machado, 301 - Centro",110016,"-25,430894327324","-49,276454032606",12,,Jardim Botânico,Chapéu chinês,11113,464
48,"Rua Fernando Simas, 1571 - Mercês",190831,"-25,422646811114","-49,293149442619",5,,Jardim Botânico,Novo mobiliário,11113,464
49,"Rua Brasílio Itiberê, 563 - Jardim Botanico",110170,"-25,439920271785","-49,250104011244",24,,Jardim Botânico,Novo mobiliário,11113,464
50,"Rua Professor Fernando Moreira, 447 - Centro",110101,"-25,430111449399","-49,282303930468",10,,Jardim Botânico,Novo mobiliário,11113,464
51,"Rua Brasílio Itiberê, 849 - Jardim Botanico",110169,"-25,440891277329","-49,252665191889",23,,Jardim Botânico,Chapéu chinês,11113,464
52,"Rua Engenheiros Rebouças, 858 - Jardim Botanico",110172,"-25,439827660205","-49,254353971428",13,,Alcides Munhoz,Chapéu chinês,11133,464
53,"Rua Engenheiros Rebouças, 1299 - Rebouças",110174,"-25,441466222538","-49,258628071493",15,,Alcides Munhoz,Novo mobiliário,11133,464
54,"Rua Conselheiro Laurindo, 1264- Centro",110147,"-25,438529389521","-49,260738969988",16,,Alcides Munhoz,Novo mobiliário,11133,464
55,"R. Conselheiro Laurindo, 1137 - Centro",110148,"-25,436528850947","-49,261711681869",17,,Alcides Munhoz,Novo mobiliário,11133,464
56,"Rua Alcides Munhoz, 1204 - Mercês",190910,"-25,419141735665","-49,29811823482",33,,Alcides Munhoz,Placa em poste,11133,464
57,"Rua Fernando Simas, 1714 - Mercês",190829,"-25,420662784379","-49,293872297949",31,,Alcides Munhoz,Sem demarcação,11133,464
58,"Rua Brigadeiro Franco, 629 - Mercês",110405,"-25,427882886023","-49,284880192226",25,,Alcides Munhoz,Novo mobiliário,11133,464
59,"Rua São Joaquim, 391 - Jardim Botanico",140926,"-25,439241968992","-49,245564372486",8,,Alcides Munhoz,Chapéu chinês,11133,464
60,"R. São Joaquim, 499 - Jardim Botânico",141038,"-25,439699881845","-49,244253038237",7,,Alcides Munhoz,Chapéu chinês,11133,464
61,"Rua Coronel Ari Pinho, 502 - Boa Vista",120158,"-25,382626983452","-49,245711548661",16,,Terminal Boa Vista,Domus,14934,226
62,"Rua Doutor Francisco Natel de Camargo, 144 - Santa Candida",120176,"-25,372147820603","-49,243332519467",6,,Terminal Boa Vista,Chapéu chinês,14934,226
63,"Rua Delegado Miguel Zacarias, 1-69 - Boa Vista",120167,"-25,377479593288","-49,243846240602",12,,Terminal Boa Vista,Chapéu chinês,14934,226
64,Terminal Boa Vista - 226 - Abaeté,104207,"-25,393259115553","-49,240988775463",22,14471,Terminal Boa Vista,Plataforma,14934,226
65,"Rua Engenheiro Luiz Augusto Leão Fonseca, 37 - Santa Candida",120583,"-25,378152753511","-49,24164719504",13,,Abaeté,Placa em cano,14935,226
66,"Rua Nossa Senhora de Nazaré, 1384 - Boa Vista",120219,"-25,38883","-49,24387",4,,Abaeté,Novo mobiliário,14935,226
67,"Rua Delegado Miguel Zacarias, 200 - Boa Vista",120165,"-25,378946894926","-49,24503772317",11,,Abaeté,Chapéu chinês,14935,226
68,"Rua Lourenço Volpi, 482 - Santa Candida",120575,"-25,373122059431","-49,241549944401",17,,Abaeté,Sem demarcação,14935,226
69,Rua Amadeu Natal - Santa Candida,120182,"-25,368544376435","-49,245159095701",1,,Terminal Boa Vista,Chapéu chinês,14934,226
70,"Rua João Kania, 499 - Santa Candida",120180,"-25,370657531007","-49,245406345984",3,,Terminal Boa Vista,Chapéu chinês,14934,226
71,"Rua Lourenço Volpi, 331 - Santa Candida",120175,"-25,373283220312","-49,24149898243",7,,Terminal Boa Vista,Chapéu chinês,14934,226
72,"Rua Carlota Straube de Araújo, 1239 - Boa Vista",120156,"-25,383586610133","-49,24688575232",17,,Terminal Boa Vista,Domus,14934,226
73,"Rua João Havro, 357 - Boa Vista",120223,"-25,39171","-49,24366",2,,Abaeté,Chapéu chinês,14935,226
74,"Rua Engenheiro Luís Augusto Leão Fonógrafo, 378 - Santa Candida",120574,"-25,376404995938","-49,238658710427",15,,Abaeté,Placa em cano,14935,226
75,"Rua São Jerônimo da Serra, 2 - Santa Candida",120579,"-25,369464972445","-49,243620721583",22,,Abaeté,Sem demarcação,14935,226
76,"Rua Lourenço Volpi, 136- Santa Candida",120173,"-25,374644985336","-49,23954100055",16,,Abaeté,Chapéu chinês,14935,226
77,"Rua João Kania, 500 - Santa Candida",120578,"-25,37072208053","-49,245333447392",21,,Abaeté,Sem demarcação,14935,226
78,"Rua Fernando de Noronha, 1302 - Santa Candida",120169,"-25,378037264678","-49,242315265856",11,,Terminal Boa Vista,Novo mobiliário,14934,226
79,"Rua Marechal Anor Teixeira dos Santos, 578 - Boa Vista",120163,"-25,37962225","-49,24713127416",14,,Terminal Boa Vista,Chapéu chinês,14934,226
80,"Rua Coronel Ari Pinho, 526 - Boa Vista",120157,"-25,382672253369","-49,245587427703",8,,Abaeté,Placa em poste,14935,226
81,"Rua Doutor Francisco Natel de Camargo, 211 - Santa Candida",120576,"-25,372106831526","-49,243410056353",18,,Abaeté,Placa em cano,14935,226
82,"Rua Nossa Senhora de Nazaré, 1210 - Boa Vista",120221,"-25,39021","-49,24517",3,,Abaeté,Novo mobiliário,14935,226
83,"Rua Engenheiro Luiz Augusto Leão Fonseca, 220 - Santa Candida",120170,"-25,377257391692","-49,240140194967",14,,Abaeté,Sem demarcação,14935,226
84,Terminal Boa Vista - 226 - Abaeté,104207,"-25,393259115553","-49,240988775463",1,14471,Abaeté,Plataforma,14935,226
85,"Rua Engenheiro Luís Augusto Leão Fonógrafo, 15 - Santa Candida",120171,"-25,377236221901","-49,240275724723",10,,Terminal Boa Vista,Chapéu chinês,14934,226
86,"Rua Doutor Francisco Natel de Camargo, 2-74 - Santa Candida",120178,"-25,373244940224","-49,244343712265",5,,Terminal Boa Vista,Chapéu chinês,14934,226
87,"Rua Delegado Miguel Zacarias, 36 - Boa Vista",120166,"-25,377451281829","-49,243689544751",12,,Abaeté,Chapéu chinês,14935,226
88,"Rua Professor Omar Gonçalves da Mota, 684 - Boa Vista",120159,"-25,380916348153","-49,247035820571",9,,Abaeté,Sem demarcação,14935,226
89,"Rua Fernando de Noronha, 2111 - Santa Candida",120179,"-25,372046775722","-49,246271024164",4,,Terminal Boa Vista,Domus,14934,226
90,"Rua Marechal Anor Teixeira dos Santos, 655 - Boa Vista",120162,"-25,379518460079","-49,246857460556",10,,Abaeté,Placa em cano,14935,226
91,"Rua Carlota Straube de Araújo, 1736 - Boa Vista",120572,"-25,383632652132","-49,246755665183",7,,Abaeté,Placa em poste,14935,226
92,"Rua Lodovico Geronazzo, 1065 - Boa Vista",120214,"-25,38598","-49,24697",18,,Terminal Boa Vista,Novo mobiliário,14934,226
93,"Rua São Jerônimo da Serra, 1 - Santa Candida",120181,"-25,369523003796","-49,243684016249",2,,Terminal Boa Vista,Chapéu chinês,14934,226
94,"Rua Engenheiro Luís Augusto Leão Fonógrafo, 401 - Santa Candida",120172,"-25,376371831246","-49,238806011914",9,,Terminal Boa Vista,Chapéu chinês,14934,226
95,"Rua Nossa Senhora de Nazaré, 1211 - Boa Vista",120220,"-25,38997","-49,24512",20,,Terminal Boa Vista,Novo mobiliário,14934,226
96,"Rua Brigadeiro Arthur Carlos Peralta, 800 - Boa Vista, Curitiba - PR, 82560-030",121037,"-25,388316048865","-49,24606587394",19,,Terminal Boa Vista,Chapéu chinês,14934,226
97,"Rua Lodovico Geronazzo, 1065 - Boa Vista",120215,"-25,38577","-49,24705",6,,Abaeté,Novo mobiliário,14935,226
98,"Rua Doutor Francisco Natel de Camargo, 51 - Santa Candida",120177,"-25,373186776905","-49,244448318417",19,,Abaeté,Placa em cano,14935,226
99,"Rua João Havro, 357 - Boa Vista",120222,"-25,39176","-49,24376",21,,Terminal Boa Vista,Sem demarcação,14934,226
100,"Rua Professor Omar Gonçalves da Mota, 683 - Boa Vista",120160,"-25,380978142724","-49,247085746772",15,,Terminal Boa Vista,Chapéu chinês,14934,226
101,"Rua Lourenço Volpi, 135 - Santa Candida",120174,"-25,374634294551","-49,239739900843",8,,Terminal Boa Vista,Chapéu chinês,14934,226
102,"Rua Delegado Miguel Zacarias, 224 - Boa Vista",120164,"-25,378611259563","-49,244836557494",13,,Terminal Boa Vista,Sem demarcação,14934,226
103,Rua Amadeu Natal - Santa Candida,120182,"-25,368544376435","-49,245159095701",23,,Abaeté,Chapéu chinês,14935,226
104,"Rua Doutor Francisco Natel de Camargo, 1-73 - Santa Candida",120577,"-25,372013187006","-49,246147691297",20,,Abaeté,Placa em cano,14935,226
105,"Rua Lodovico Geronazzo, 1021 - Boa Vista, Curitiba - PR, 82560-040",121036,"-25,386438300958","-49,24611140597",5,,Abaeté,Novo mobiliário,14935,226
106,"R. Mateus Leme, 1016 - São Francisco",110084,"-25,417706063681","-49,271222834452",5,,Terminal Barreirinha,Novo mobiliário,8661,182
107,"R. Mateus Leme, 4360 - São Lourenço",120514,"-25,390608903185","-49,267388166136",17,,Terminal Barreirinha,Novo mobiliário,8661,182
108,"Rua Mateus Leme, 4556 - São Lourenço",120512,"-25,388972375663","-49,267452203876",18,,Terminal Barreirinha,Novo mobiliário,8661,182
109,"Rua Mateus Leme, 6072 - Abranches",120316,"-25,378022792511","-49,274469197935",24,,Terminal Barreirinha,Sem demarcação,8661,182
110,"Rua Heitor S de França, 93 - Centro Cívico",110126,"-25,423318109898","-49,268572186508",2,,Terminal Barreirinha,Novo mobiliário,8661,182
111,"Av. Cândido de Abreu, 51  - Centro Cívico",103155,"-25,423025625694","-49,269924530035",40,,Praça Tiradentes,Novo mobiliário,15133,182
112,"Rua Mateus Leme, 6642 - Abranches",120311,"-25,377020478564","-49,277146042532",16,,Praça Tiradentes,Chapéu chinês,15133,182
113,"Rua Mateus Leme, 4671 - Abranches",120511,"-25,387223753443","-49,267575192347",24,,Praça Tiradentes,Novo mobiliário,15133,182
114,Praça Tiradentes - 182 - Abranches,101021,"-25,42848121089","-49,271081567949",1,,Terminal Barreirinha,Novo mobiliário,8661,182
115,"Rua Mateus Leme, 774 - São Francisco",110086,"-25,420385698666","-49,270935838087",4,,Terminal Barreirinha,Novo mobiliário,8661,182
116,"R. Mateus Leme, 5012 - Abranches",120510,"-25,384575177121","-49,267779768652",19,,Terminal Barreirinha,Novo mobiliário,8661,182
117,"Rua Mateus Leme, 5802 - Abranches",120504,"-25,380735486422","-49,272564158982",22,,Terminal Barreirinha,Novo mobiliário,8661,182
118,"Rua Assis Brasil, 913 - Barreirinha",120236,"-25,371221154413","-49,267528982109",34,,Terminal Barreirinha,Chapéu chinês,8661,182
119,"Rua Manoel Aranha, 136 - Abranches",120234,"-25,366867270797","-49,27246",31,,Terminal Barreirinha,Domus,8661,182
120,Praça Tiradentes - 182 - Abranches,101021,"-25,42848121089","-49,271081567949",42,,Praça Tiradentes,Novo mobiliário,15133,182
121,"R. Nilo Peçanha, 1993 - Bom Retiro",120537,"-25,402691102461","-49,275231032841",32,,Praça Tiradentes,Novo mobiliário,15133,182
122,"R. Nilo Peçanha, 1571 - Bom Retiro",120058,"-25,406519777418","-49,276052050075",34,,Praça Tiradentes,Novo mobiliário,15133,182
123,"R. Nilo Peçanha, 600 - Pilarzinho",120065,"-25,414571265297","-49,273996296226",37,,Praça Tiradentes,Novo mobiliário,15133,182
124,"R. Nilo Peçanha, 1900 - Pilarzinho",120057,"-25,404092287633","-49,275649006075",33,,Praça Tiradentes,Novo mobiliário,15133,182
125,"R. Nilo Peçanha, 3581 - Pilarzinho",120362,"-25,389193403133","-49,272207685338",26,,Praça Tiradentes,Novo mobiliário,15133,182
126,"Rua Barão do Serro Azul, 217 - São Francisco",110122,"-25,427695151901","-49,271025854244",41,,Praça Tiradentes,Placa em cano,15133,182
127,"Rodovia dos Minérios, 701 - Abranches",120279,"-25,373998189322","-49,274369717055",14,,Praça Tiradentes,Chapéu chinês,15133,182
128,"R. Mateus Leme, 1290 - São Francisco",120534,"-25,415276193047","-49,271283184155",6,,Terminal Barreirinha,Novo mobiliário,8661,182
129,"R. Mateus Leme,  1654 - São Francisco",120532,"-25,412732407619","-49,271372587627",7,,Terminal Barreirinha,Novo mobiliário,8661,182
130,"R. Mateus Leme, 3002 - São Lourenço",120522,"-25,399998138075","-49,271383316463",12,,Terminal Barreirinha,Novo mobiliário,8661,182
131,"Rua Mateus Leme, 6641 - Abranches",120312,"-25,376946564985","-49,277026684231",26,,Terminal Barreirinha,Chapéu chinês,8661,182
132,"Rodovia dos Minérios, 708 - Abranches",120278,"-25,374355926046","-49,274085642046",28,,Terminal Barreirinha,Chapéu chinês,8661,182
133,"Av. Anita Garibaldi, 4608 - Barreirinha",120027,"-25,37256","-49,26282",37,,Terminal Barreirinha,Novo mobiliário,8661,182
134,"Rua José Bajerski, 101 - Abranches",120281,"-25,371156931338","-49,273939461655",29,,Terminal Barreirinha,Domus,8661,182
135,"R. João Gava, 1 - Abranches",120077,"-25,387358240445","-49,270174981302",25,,Praça Tiradentes,Novo mobiliário,15133,182
136,"R. Mateus Leme, 5217 - Bom Retiro",120508,"-25,383173322499","-49,267976182594",22,,Praça Tiradentes,Novo mobiliário,15133,182
137,"R. Mateus Leme, 1772 - Bom Retiro",120530,"-25,409162919662","-49,271455736107",8,,Terminal Barreirinha,Novo mobiliário,8661,182
138,"Rua Mateus Leme, 6010 - São Francisco",120502,"-25,380030298023","-49,273572669572",23,,Terminal Barreirinha,Chapéu chinês,8661,182
139,"Rua Guilherme de Souza Valente, 30 - Abranches",120404,"-25,370257804697","-49,269664020485",33,,Terminal Barreirinha,Chapéu chinês,8661,182
140,"Rua Coronel Vergínio Leinig de Melo, 97 - Abranches",120687,"-25,367189575547","-49,273577363438",11,,Praça Tiradentes,Sem demarcação,15133,182
141,"Av. Anita Garibaldi, 4644 - Barreirinha",120028,"-25,372308494636","-49,262506209822",3,,Praça Tiradentes,Novo mobiliário,15133,182
142,"Rua José Bajerski, 102 - Abranches",120280,"-25,371327788878","-49,274182201571",13,,Praça Tiradentes,Domus,15133,182
143,"Rua Guilherme de Souza Valente, 577 - Abranches",120285,"-25,366552169039","-49,272461564487",9,,Praça Tiradentes,Chapéu chinês,15133,182
144,"Rua Assis Brasil, 842 - Barreirinha",120235,"-25,371324153614","-49,267850847191",6,,Praça Tiradentes,Chapéu chinês,15133,182
145,"R. Mateus Leme, 5411 - Abranches",120505,"-25,381245594364","-49,269425974435",21,,Terminal Barreirinha,Novo mobiliário,8661,182
146,"Rua Des. José Carlos Ribeiro Ribas, 1352 - Taboão",120276,"-25,375496153304","-49,274903715796",27,,Terminal Barreirinha,Domus,8661,182
147,"Av. Anita Garibaldi, 4419 - Curitiba",120025,"-25,374623328939","-49,263250116568",38,,Terminal Barreirinha,Novo mobiliário,8661,182
148,"R. Nilo Peçanha, 2771 - Pilarzinho",120355,"-25,39626313477","-49,27348995802",29,,Praça Tiradentes,Novo mobiliário,15133,182
149,"R. Nilo Peçanha, 2487 - Pilarzinho",120354,"-25,398691109023","-49,273703400944",30,,Praça Tiradentes,Novo mobiliário,15133,182
150,"R. Mateus Leme, 5412 - Abranches",120506,"-25,381375241408","-49,269472855225",21,,Praça Tiradentes,Novo mobiliário,15133,182
151,"R. Mateus Leme, 4917 - Abranches",120509,"-25,384959260638","-49,267953383818",23,,Praça Tiradentes,Novo mobiliário,15133,182
152,"Rua Mateus Leme, 5922 - Abranches",120501,"-25,380140559711","-49,273594797796",19,,Praça Tiradentes,Chapéu chinês,15133,182
153,"R. Dr. Roberto Barrozo, 252 - Centro Cívico",110130,"-25,418021755742","-49,272305872812",38,,Praça Tiradentes,Novo mobiliário,15133,182
154,"R. Mateus Leme, 2523 - Bom Retiro",120526,"-25,405207333944","-49,271042675919",10,,Terminal Barreirinha,Novo mobiliário,8661,182
155,"R. Mateus Leme, 3573 - Bom Retiro",120518,"-25,39561618219","-49,271136553234",15,,Terminal Barreirinha,Novo mobiliário,8661,182
156,"Rua José Bajerski, 422 - Abranches",120283,"-25,36778093067","-49,27321794743",30,,Terminal Barreirinha,Domus,8661,182
157,"Rua Assis Brasil, 493 - Barreirinha",120237,"-25,369702814833","-49,265220941252",35,,Terminal Barreirinha,Chapéu chinês,8661,182
158,"Rua Prof. Leonardo Cobbe, 86 - Barreirinha",120239,"-25,37113875499","-49,263049693054",36,,Terminal Barreirinha,Chapéu chinês,8661,182
159,"R. Nilo Peçanha, 897 - São Francisco",120066,"-25,411371196835","-49,274956361894",36,,Praça Tiradentes,Novo mobiliário,15133,182
160,"R. Nilo Peçanha, 2278 - Pilarzinho",120351,"-25,400743687539","-49,274865492877",31,,Praça Tiradentes,Novo mobiliário,15133,182
161,"Av. Cândido de Abreu, 501 - Centro Cívico",110121,"-25,419969941954","-49,269177812233",39,,Praça Tiradentes,Novo mobiliário,15133,182
162,"Rua Mateus Leme, 6073 - Abranches",120315,"-25,378459966793","-49,27456575746",18,,Praça Tiradentes,Chapéu chinês,15133,182
163,"Rua José Bajerski, 421 - Abranches",120282,"-25,368189303317","-49,273449958509",12,,Praça Tiradentes,Domus,15133,182
164,"Rua Prof. Leonardo Cobbe, 91 - Barreirinha",120240,"-25,371052720237","-49,262993366665",4,,Praça Tiradentes,Chapéu chinês,15133,182
165,"R. Mateus Leme, 2252 - Bom Retiro",120528,"-25,407071686833","-49,271422208494",9,,Terminal Barreirinha,Novo mobiliário,8661,182
166,"R. Mateus Leme, 2794 - São Lourenço",120524,"-25,402803863146","-49,271324307865",11,,Terminal Barreirinha,Novo mobiliário,8661,182
167,"R. Mateus Leme, 3380 - São Lourenço",120521,"-25,397365591456","-49,271369905419",14,,Terminal Barreirinha,Novo mobiliário,8661,182
168,"R. Mateus Leme, 5242- Abranches",120507,"-25,38218220025","-49,268109009809",20,,Terminal Barreirinha,Novo mobiliário,8661,182
169,Terminal Barreirinha - 182 - Abranches,104107,"-25,377370979063","-49,262504056448",39,14517,Terminal Barreirinha,Plataforma,8661,182
170,"Rua Des. José Carlos Ribeiro Ribas, 1351 - Taboão",120277,"-25,375441626209","-49,275094152636",15,,Praça Tiradentes,Domus,15133,182
171,"Rua Mateus Leme, 5805 - Abranches",120503,"-25,381006898043","-49,272363605557",20,,Praça Tiradentes,Novo mobiliário,15133,182
172,Terminal Barreirinha - 182 - Abranches,104107,"-25,377370979063","-49,262504056448",1,14517,Praça Tiradentes,Plataforma,15133,182
173,"Rua Sen. Xavier da Silva, 406 - Centro Cívico",110087,"-25,421330479546","-49,270628725155",3,,Terminal Barreirinha,Chapéu chinês,8661,182
174,"R. Mateus Leme, 3690 - São Lourenço",120516,"-25,393073193721","-49,269535274452",16,,Terminal Barreirinha,Novo mobiliário,8661,182
175,"Rua Mateus Leme, 6651 - Abranches",120314,"-25,377190116116","-49,275766045993",25,,Terminal Barreirinha,Chapéu chinês,8661,182
176,"Rua Guilherme de Souza Valente, 340 - Abranches",120286,"-25,36863887517","-49,270936728662",32,,Terminal Barreirinha,Domus,8661,182
177,"R. Nilo Peçanha, 1377 - Bom Retiro",120060,"-25,408545550262","-49,276305912747",35,,Praça Tiradentes,Novo mobiliário,15133,182
178,"R. Nilo Peçanha, 3355 - Pilarzinho",120360,"-25,39172764817","-49,27260980749",27,,Praça Tiradentes,Novo mobiliário,15133,182
179,"R. Nilo Peçanha, 3169 - Pilarzinho",120358,"-25,393745945038","-49,272898765081",28,,Praça Tiradentes,Novo mobiliário,15133,182
180,"Rua Mateus Leme, 6652 - Abranches",120313,"-25,377203444771","-49,27539590115",17,,Praça Tiradentes,Chapéu chinês,15133,182
181,"Rua Luís Cavichiolo Primeiro, 149 - Abranches",120306,"-25,365471836447","-49,273710074483",10,,Praça Tiradentes,Chapéu chinês,15133,182
182,"Av. Anita Garibaldi, 4419 - Curitiba",120026,"-25,374158495119","-49,263220612268",2,,Praça Tiradentes,Chapéu chinês,15133,182
183,"Rua Guilherme de Souza Valente, 231 - Abranches",120287,"-25,368501943759","-49,270891131109",8,,Praça Tiradentes,Domus,15133,182
184,"Rua Guilherme de Souza Valente, 1 - Abranches",120405,"-25,370140263389","-49,269586236423",7,,Praça Tiradentes,Chapéu chinês,15133,182
185,"Rua Assis Brasil, 482 - Barreirinha",120238,"-25,369620414374","-49,26526787991",5,,Praça Tiradentes,Chapéu chinês,15133,182
186,Terminal Centenário - 332 - Acrópole,105105,"-25,46889126142","-49,208217552246",1,14483,Acrópole,Plataforma,11333,332
187,"Rua João Tobias de Paiva Neto, 1122 - Cajuru",140390,"-25,472938199711","-49,194553389105",18,,Acrópole,Chapéu chinês,11333,332
188,"Rua Rutildo Pulido, 438 - Cajuru",141031,"-25,466052834795","-49,193680813512",7,,Acrópole,Chapéu chinês,11333,332
189,"Rua Antônio Moreira Lopes, 518 - Cajuru",140382,"-25,470261704791","-49,191834970268",10,,Acrópole,Chapéu chinês,11333,332
