,stop_name,stop_id,latitude,longitude,SEQ,GRUPO,SENTIDO,TIPO,ITINERARY_ID,line_id
3511,"Rua Júlio César Ribeiro de Sousa, 92 - Hauer",140011,"-25,477880624657","-49,243317034",42,,Terminal Hauer,Novo mobiliário,644,338
3512,"Rua Senador Salgado Filho, 6855 - Uberaba",140074,"-25,49871","-49,21341",25,,Terminal Hauer,Novo mobiliário,644,338
3513,"Rua Deputado Acir José, 280 - Cajuru",140099,"-25,47542","-49,20156",8,,Terminal Hauer,Chapéu chinês,644,338
3514,"Rua Engenheiro Benedito Mário da Silva, 1031 - Cajuru",140225,"-25,468698161648","-49,201938046627",4,,Terminal Hauer,Chapéu chinês,644,338
3515,"Rua Senador Salgado Filho, 3344 - Uberaba",140039,"-25,474304528641","-49,231671341105",6,,Terminal Centenário,Novo mobiliário,643,338
3516,"Rua Senador Salgado Filho, 5768 - Uberaba",140065,"-25,49238","-49,22102",13,,Terminal Centenário,Chapéu chinês,643,338
3517,"Marginal Rodovia BR277, 5756 - Uberaba",140092,"-25,47937","-49,20123",31,,Terminal Centenário,Chapéu chinês,643,338
3518,"Rua Deputado Acir José, 533 - Cajuru",140218,"-25,4734","-49,20032",35,,Terminal Centenário,Chapéu chinês,643,338
3519,"Rua Velcy Bolívar Grandó, 17 - Uberaba, Curitiba - PR, 81560-615",140078,"-25,493564754479","-49,207844851122",22,,Terminal Centenário,Domus,643,338
3520,"Rua José Rietmeyer, 462 - Guabirotuba",140034,"-25,475951562363","-49,24008727481",41,,Terminal Hauer,Novo mobiliário,644,338
3521,"Rua Senador Salgado Filho, 2929 - Uberaba",140037,"-25,473017389493","-49,234534695597",39,,Terminal Hauer,Novo mobiliário,644,338
3522,"Rua Senador Salgado Filho, 5186 - Uberaba",140062,"-25,48811455256","-49,22321317791",31,,Terminal Hauer,Novo mobiliário,644,338
3523,"Rua Deputado Tenório Cavalcante, 44 - Uberaba",140646,"-25,47934","-49,20332",12,,Terminal Hauer,Placa em cano,644,338
3524,"Rua Deputado Tenório Cavalcanti, 926",140110,"-25,486356567272","-49,205961556381",16,,Terminal Hauer,Chapéu chinês,644,338
3525,"Av. Sen. Salgado Filho, 4460 - Uberaba",141040,"-25,48158690038","-49,224132495736",34,,Terminal Hauer,Novo mobiliário,644,338
3526,"Rua Eunice Betini Bartoszeck, 661 - Uberaba",140083,"-25,487952105826","-49,204179271164",25,,Terminal Centenário,Chapéu chinês,643,338
3527,"Rua Júlio César Ribeiro de Sousa, 161 - Hauer",140013,"-25,477701443292","-49,242505665773",3,,Terminal Centenário,Novo mobiliário,643,338
3528,"Rua Ane Frank, 1600 - Hauer",140474,"-25,481107627205","-49,246113790178",2,,Terminal Centenário,Chapéu chinês,643,338
3529,"Rua Senador Salgado Filho, 3544 - Uberaba",140040,"-25,47448","-49,23014",37,,Terminal Hauer,Novo mobiliário,644,338
3530,"Rua Senador Salgado Filho, 4203 - Uberaba",140058,"-25,47954","-49,22519",35,,Terminal Hauer,Novo mobiliário,644,338
3531,"Rua Dep. Tenório Cavalcanti, 772 - Uberaba",140087,"-25,48493","-49,20566",15,,Terminal Hauer,Chapéu chinês,644,338
3532,"Marginal Rodovia BR277, 12034 - Cajuru",140095,"-25,47885","-49,20068",10,,Terminal Hauer,Chapéu chinês,644,338
3533,"Rua Deputado Acir José, 28 - Cajuru",140097,"-25,47739","-49,20262",9,,Terminal Hauer,Chapéu chinês,644,338
3534,"Rua Deputado Acir José, 1081 - Cajuru",140222,"-25,46901","-49,19976",5,,Terminal Hauer,Chapéu chinês,644,338
3535,"Rua Engenheiro Benedito Mário da Silva, 570 - Cajuru",140228,"-25,46962","-49,20589",2,,Terminal Hauer,Chapéu chinês,644,338
3536,"Av. Senador Salgado Filho, 7333 - Uberaba, Curitiba - PR",141008,"-25,502152913156","-49,209872221797",23,,Terminal Hauer,Chapéu chinês,644,338
3537,"Av. Senador Salgado Filho, 7161 - Uberaba, Curitiba - PR",141009,"-25,500775577001","-49,211143420583",24,,Terminal Hauer,Chapéu chinês,644,338
3538,Terminal Hauer - 338 - Centenário / Hauer,105509,"-25,481699898842","-49,246841103977",1,14487,Terminal Centenário,Plataforma,643,338
3539,"Av. Sen. Salgado Filho, 4912 - Uberaba",140059,"-25,48617","-49,22343",10,,Terminal Centenário,Novo mobiliário,643,338
3540,"Rua Senador Salgado Filho, 5185 - Uberaba",140061,"-25,48807","-49,2234",11,,Terminal Centenário,Novo mobiliário,643,338
3541,"Rua Avelino Mantovani, 261 - Uberaba",140085,"-25,485036782917","-49,203547084656",26,,Terminal Centenário,Chapéu chinês,643,338
3542,"Rua Matias Cadori, 568 - Uberaba",140088,"-25,48316","-49,20507",28,,Terminal Centenário,Chapéu chinês,643,338
3543,"Rua Velcy Bolívar Grandó, 386 - Uberaba",140643,"-25,49779","-49,20932",20,,Terminal Centenário,Chapéu chinês,643,338
3544,"Rua Deputado Acir José, 1081 - Cajuru",140223,"-25,46873","-49,19958",37,,Terminal Centenário,Chapéu chinês,643,338
3545,"Rua Júlio César Ribeiro de Sousa, 486 - Hauer",140010,"-25,479247440428","-49,246702540872",43,,Terminal Hauer,Novo mobiliário,644,338
3546,"Rua Senador Salgado Filho, 3346 - Uberaba",140038,"-25,474124168273","-49,231875480986",38,,Terminal Hauer,Novo mobiliário,644,338
3547,"Av. Sen. Salgado Filho, 5051 - Uberaba",140060,"-25,48658","-49,22328",32,,Terminal Hauer,Novo mobiliário,644,338
3548,"Rua Senador Salgado Filho, 6449 - Uberaba",140072,"-25,49702","-49,21612",26,,Terminal Hauer,Novo mobiliário,644,338
3549,"Rua Deputado Acir José, 763 - Cajuru",140221,"-25,47124","-49,20008",6,,Terminal Hauer,Chapéu chinês,644,338
3550,Estação Tubo Rodoferroviária,108165,"-25,435717541034","-49,257546557494",5,26034,Terminal Centenário,Estação tubo,13773,302
3551,Terminal Centenário - 302 - Centenário (Vazio),105927,"-25,468993702808","-49,208271462446",19,14483,Terminal Centenário,Plataforma,13773,302
3552,Estação Tubo Viaduto Capanema,108164,"-25,435546730475","-49,250568710107",14,26039,Praça Rui Barbosa,Estação tubo,13753,302
3553,Praça Rui Barbosa - 302 - Centenário / Rui Barbosa (Vazio),108220,"-25,435605186847","-49,274257758027",18,,Praça Rui Barbosa,Estação tubo,13753,302
3554,Estação Tubo Profª. Maria Aguiar Teixeira,108153,"-25,438885212335","-49,22626429576",11,25420,Terminal Centenário,Estação tubo,13773,302
3555,Estação Tubo Praça Rui Barbosa - 303 - Centenário / Campo Comprido,108169,"-25,43592973","-49,2749106",2,41807,Terminal Centenário,Estação tubo,13773,302
3556,Estação Tubo Del. Amazor Prestes,108155,"-25,441828976264","-49,230751377613",10,26058,Terminal Centenário,Estação tubo,13773,302
3557,Estação Tubo Antônio Meirelles Sobrinho,108149,"-25,447015365256","-49,216953419584",14,41850,Terminal Centenário,Estação tubo,13773,302
3558,Estação Tubo Hospital Cajuru,108161,"-25,437130902377","-49,243700245225",7,26043,Terminal Centenário,Estação tubo,13773,302
3559,Estação Tubo Jardim Botânico,108159,"-25,438177333104","-49,238731363135",8,26048,Terminal Centenário,Estação tubo,13773,302
3560,Terminal Oficinas - 303 - Centenário / Campo Comprido,105601,"-25,4511728","-49,2152244",15,14481,Terminal Centenário,Plataforma,13773,302
3561,Terminal Centenário - 302 - Centenário (Vazio),105927,"-25,468993702808","-49,208271462446",1,14483,Estação Tubo Osório (Vazio),Plataforma,13774,302
3562,Estação Tubo Cajuru,108146,"-25,4604271982","-49,21174654785",3,41845,Praça Rui Barbosa,Estação tubo,13753,302
3563,Estação Tubo Teófilo Otoni,108148,"-25,45728548614","-49,212937013492",4,41847,Praça Rui Barbosa,Estação tubo,13753,302
3564,Terminal Oficinas - 303 - Centenário / Campo Comprido,105602,"-25,451939302546","-49,214773788885",5,14481,Praça Rui Barbosa,Plataforma,13753,302
3565,Terminal Centenário - 302 - Centenário / Rui Barbosa / 303 - Centenário / Campo Comprido,105101,"-25,46900229","-49,20829802",2,14483,Terminal Centenário (Vazio),Plataforma,13754,302
3566,Praça Rui Barbosa - 302 - Centenário / Rui Barbosa (Vazio),108220,"-25,435605186847","-49,274257758027",1,,Terminal Centenário (Vazio),Estação tubo,13754,302
3567,Estação Tubo Viaduto Capanema,108163,"-25,435638778793","-49,250571397316",6,26040,Terminal Centenário,Estação tubo,13773,302
3568,Estação Tubo Germânia,108151,"-25,442221997638","-49,217733858895",13,41852,Terminal Centenário,Estação tubo,13773,302
3569,Estação Tubo Cajuru,108145,"-25,460458700548","-49,211855217316",17,41846,Terminal Centenário,Estação tubo,13773,302
3570,Terminal Capão da Imbuia - 303 - Centenário / Campo Comprido,104702,"-25,440148554607","-49,221592129416",12,14478,Terminal Centenário,Plataforma,13773,302
3571,Estação Tubo Praça Eufrasio Correia,108025,"-25,43759253","-49,26672726",17,26124,Praça Rui Barbosa,Estação tubo,13753,302
3572,Estação Tubo Catulo da P. Cearense,108144,"-25,465055224179","-49,209806384656",2,41843,Praça Rui Barbosa,Estação tubo,13753,302
3573,Estação Tubo Mariano Torres,108167,"-25,435644780933","-49,26077879082",16,26031,Praça Rui Barbosa,Estação tubo,13753,302
3574,Estação Tubo Del. Amazor Prestes,108156,"-25,44170960553","-49,23077471596",10,26057,Praça Rui Barbosa,Estação tubo,13753,302
3575,Terminal Capão da Imbuia - 303 - Centenário / Campo Comprido,104701,"-25,440005649011","-49,221567080322",8,14478,Praça Rui Barbosa,Plataforma,13753,302
3576,Estação Tubo Jardim Botânico,108222,"-25,438089171909","-49,238637015427",12,26049,Praça Rui Barbosa,Estação tubo,13753,302
3577,Estação Tubo Mariano Torres,108168,"-25,435735612068","-49,260801584596",4,26032,Terminal Centenário,Estação tubo,13773,302
3578,Estação Tubo Praça Osório,108174,"-25,433811007574","-49,277131290382",2,41805,Estação Tubo Osório (Vazio),Estação tubo,13774,302
3579,Estação Tubo Antônio Meirelles Sobrinho,108150,"-25,446970598447","-49,216856830059",6,41849,Praça Rui Barbosa,Estação tubo,13753,302
3580,Estação Tubo Germânia,108152,"-25,442132410438","-49,217694966865",7,41851,Praça Rui Barbosa,Estação tubo,13753,302
3581,Estação Tubo Rodoferroviária,108166,"-25,435617512424","-49,256634944672",15,26011,Praça Rui Barbosa,Estação tubo,13753,302
3582,Estação Tubo Catulo da P. Cearense,108143,"-25,46521811","-49,20987407",18,41844,Terminal Centenário,Estação tubo,13773,302
3583,Estação Tubo Urbano Lopes,108157,"-25,440800424556","-49,236691126152",9,26055,Terminal Centenário,Estação tubo,13773,302
3584,Estação Tubo Teófilo Otoni,108147,"-25,457312115745","-49,213038907434",16,41848,Terminal Centenário,Estação tubo,13773,302
3585,Estaçaõ Tubo Urbano Lopes,108158,"-25,440751982263","-49,236597228836",11,26054,Praça Rui Barbosa,Estação tubo,13753,302
3586,Estação Tubo Profª. Maria Aguiar Teixeira,108154,"-25,438812743998","-49,226358458817",9,26062,Praça Rui Barbosa,Estação tubo,13753,302
3587,Terminal Centenário - 302 - Centenário / Rui Barbosa / 303 - Centenário / Campo Comprido,105101,"-25,46900229","-49,20829802",1,14483,Praça Rui Barbosa,Plataforma,13753,302
3588,Estação Tubo Praça Eufrasio Correia,108026,"-25,437670038693","-49,266681661447",3,14553,Terminal Centenário,Estação tubo,13773,302
3589,Estação Tubo Hospital Cajuru,108162,"-25,437027959344","-49,243685491076",13,26042,Praça Rui Barbosa,Estação tubo,13753,302
3590,Estação Tubo Praça Osório,108174,"-25,433811007574","-49,277131290382",1,41805,Terminal Centenário,Estação tubo,13773,302
3591,Estação Tubo Comendador Fontana,109023,"-25,419772264442","-49,26913860475",2,14570,Centro Politécnico,Estação tubo,13355,469
3592,Praça do Expedicionário,109049,"-25,428830413906","-49,258181630659",4,25426,Centro Politécnico,Estação tubo,13355,469
3593,Estação Tubo Prefeitura,109058,"-25,417850890302","-49,268689037508",7,14564,Estação Círculo Militar,Estação tubo,13334,469
3594,Estação Tubo Jardim das Américas,109034,"-25,452382098156","-49,229970009274",6,26135,Centro Politécnico,Estação tubo,13355,469
3595,Estação Tubo Jardim Botânico,109033,"-25,444108448367","-49,239838003206",5,26082,Centro Politécnico,Estação tubo,13355,469
3596,Estação Tubo Circulo Militar,109019,"-25,427393362505","-49,264734607349",3,,Centro Politécnico,Estação tubo,13355,469
3597,Estação Tubo Jardim Botânico,109033,"-25,444108448367","-49,239838003206",2,26082,Estação Círculo Militar,Estação tubo,13334,469
3598,Estação Tubo Prefeitura,109057,"-25,417899341803","-49,268459708637",6,14562,Estação Círculo Militar,Estação tubo,13334,469
3599,Estação Tubo Jardim das Américas,109034,"-25,452382098156","-49,229970009274",1,26135,Estação Círculo Militar,Estação tubo,13334,469
3600,Praça do Expedicionário,109050,"-25,42936090845","-49,258465944815",3,26080,Estação Círculo Militar,Estação tubo,13334,469
3601,Estação Tubo Prefeitura,109058,"-25,417850890302","-49,268689037508",1,14564,Centro Politécnico,Estação tubo,13355,469
3602,Estação Tubo Comendador Fontana,109022,"-25,419830405313","-49,268907934775",5,14567,Estação Círculo Militar,Estação tubo,13334,469
3603,Estação Tubo Círculo Militar,109017,"-25,427028510339","-49,26456702457",4,,Estação Círculo Militar,Estação tubo,13334,469
3604,Praça Tiradentes - 210 - CIC / CABRAL,109051,"-25,429397071406","-49,272323430723",6,41920,Terminal Cabral,Estação tubo,6211,210
3605,Estação Tubo Nestor de Castro - 210 - CIC/Cabral,109056,"-25,428518757493","-49,272823662704",3,41919,Terminal CIC,Estação tubo,6212,210
3606,Terminal Cabral - 210 - CIC / Cabral - 700 - Pinheirinho / Cabral,109085,"-25,406060351332","-49,252577007956",1,14474,Terminal CIC,Plataforma,6212,210
3607,Estação Tubo Vila Guaíra,109071,"-25,471888446609","-49,285734519779",6,26064,Terminal CIC,Estação tubo,6212,210
3608,Estação Tubo Pres. Kennedy,109035,"-25,4554703142","-49,267546980656",5,41903,Terminal CIC,Estação tubo,6212,210
3609,Estação Tubo Sete de Setembro,109068,"-25,440314255936","-49,271795462059",5,41911,Terminal Cabral,Estação tubo,6211,210
3610,Estação Tubo Praça Rui Barbosa - 210 - CIC / Cabral,109063,"-25,436484639904","-49,271032434116",4,41921,Terminal CIC,Estação tubo,6212,210
3611,Estação Tubo Vila Guaíra,109071,"-25,471888446609","-49,285734519779",3,26064,Terminal Cabral,Estação tubo,6211,210
3612,Terminal Capão Raso - 210 - CIC/ Cabral - 606 - Ctba / Araucária,109094,"-25,491804623642","-49,29373252901",7,14497,Terminal CIC,Plataforma,6212,210
3613,Terminal CIC - 210 - CIC/Cabral - 601 - CIC / Tiradentes,109100,"-25,511781903577","-49,324788163195",1,14503,Terminal Cabral,Plataforma,6211,210
3614,Estação Tubo Comendador Fontana,109023,"-25,419772264442","-49,26913860475",2,14570,Terminal CIC,Estação tubo,6212,210
3615,Terminal CIC - 210 - CIC/Cabral - 601 - CIC / Tiradentes,109100,"-25,511781903577","-49,324788163195",8,14503,Terminal CIC,Plataforma,6212,210
3616,Estação Tubo Comendador Fontana,109022,"-25,419830405313","-49,268907934775",7,14567,Terminal Cabral,Estação tubo,6211,210
3617,Terminal Cabral - 210 - CIC / Cabral - 700 - Pinheirinho / Cabral,109085,"-25,406060351332","-49,252577007956",8,14474,Terminal Cabral,Plataforma,6211,210
3618,Terminal Capão Raso - 210 - CIC / Cabral,109096,"-25,492114522446","-49,293043201293",2,14497,Terminal Cabral,Plataforma,6211,210
3619,Estação Tubo Pres. Kennedy,109035,"-25,4554703142","-49,267546980656",4,41903,Terminal Cabral,Estação tubo,6211,210
3620,Terminal Hauer  - 602 - Circular Sul (Anti-Horário),105503,"-25,482014666271","-49,246866084895",23,14487,Terminal Sitio Cercado,Plataforma,1388,602
3621,Estação Tubo Rosa Tortato,108127,"-25,530848105972","-49,287770316422",4,41832,Terminal Sitio Cercado,Estação tubo,1388,602
3622,Terminal Hauer  - 602 - Circular Sul (Anti-Horário),105503,"-25,482014666271","-49,246866084895",17,14487,Terminal Boqueirão,Plataforma,2662,602
3623,Estação Tubo Érico Veríssimo,108100,"-25,531236563547","-49,255340077243",3,41838,Terminal Boqueirão,Estação tubo,2662,602
3624,Estação Tubo Winston Churchill,108123,"-25,520712670223","-49,295568839132",36,41828,Terminal Boqueirão,Estação tubo,2662,602
3625,Estação Tubo Eucaliptos,108104,"-25,529054650019","-49,246220216572",5,41841,Terminal Boqueirão,Estação tubo,2662,602
3626,Estação Tubo Dom Ático,108119,"-25,476243684941","-49,28020761933",15,47578,Terminal Hauer,Estação tubo,2663,602
3627,Estação Tubo Wenceslau Braz,108121,"-25,477418664015","-49,285011790952",16,47554,Terminal Hauer,Estação tubo,2663,602
3628,Estação Tubo Hipólito da Costa,108089,"-25,489675972353","-49,243255384526",6,43344,Terminal Hauer,Estação tubo,2663,602
3629,Estação Tubo Pedro Gusso,108057,"-25,49551353773","-49,294531722719",22,26102,Terminal Hauer,Estação tubo,2663,602
3630,Estação Tubo Ouro Verde,108063,"-25,508499702532","-49,295882997553",25,26046,Terminal Hauer,Estação tubo,2663,602
3631,Terminal Capão Raso - 602 - Circular Sul (AH) / 603-Pinheirinho/Rui Barbosa,104803,"-25,492092582379","-49,293635601957",21,14497,Terminal Hauer,Plataforma,2663,602
3632,Estação Tubo Dom Ático,108119,"-25,476243684941","-49,28020761933",8,47578,Terminal Portão,Estação tubo,2664,602
3633,Estação Tubo Marechal Floriano,108211,"-25,469144829675","-49,254036970696",4,14598,Terminal Portão,Estação tubo,2664,602
3634,Estação Tubo Arroio Cercado,108129,"-25,534667279096","-49,282751903355",23,41833,Terminal Portão,Estação tubo,2664,602
3635,Estação Tubo Erton Coelho,108110,"-25,525441033178","-49,230906144201",32,43328,Terminal Portão,Estação tubo,2664,602
3636,Terminal Pinheirinho - 602 - Circular Sul (Anti-Horário),105703,"-25,51231489462","-49,295636465954",19,14494,Terminal Portão,Plataforma,2664,602
3637,Estação Tubo Hospital do Trabalhador,108054,"-25,48580391176","-49,294195255414",3,26112,Terminal Pinheirinho,Estação tubo,2665,602
3638,Estação Tubo Araça,108108,"-25,526944703107","-49,237278081736",22,43326,Terminal Pinheirinho,Estação tubo,2665,602
3639,Estação Tubo Ouro Verde,108063,"-25,508499702532","-49,295882997553",9,26046,Terminal Pinheirinho,Estação tubo,2665,602
3640,Estação Tubo Winston Churchill,108123,"-25,520712670223","-49,295568839132",11,41828,Terminal Pinheirinho,Estação tubo,2665,602
3641,Estação Tubo Passarela,108087,"-25,485848104211","-49,245121181427",31,43345,Terminal Pinheirinho,Estação tubo,2665,602
3642,Estação Tubo Marumbi,108113,"-25,472415685599","-49,264478810391",36,47552,Anti-Horário ,Estação tubo,6661,602
3643,Estação Tubo Ouro Verde,108063,"-25,508499702532","-49,295882997553",9,26046,Anti-Horário ,Estação tubo,6661,602
3644,Estação Tubo Nova Europa,108106,"-25,527780336075","-49,240706935942",21,43323,Anti-Horário ,Estação tubo,6661,602
3645,Terminal Portão-202-Cabral/C.Raso-203-Sta.Cândida/C.Raso-603-Pinheirinho-602-Circular Sul(AH),105802,"-25,476410212996","-49,292681397146",1,14499,Anti-Horário ,Plataforma,6661,602
3646,Terminal Portão-202-Cabral/C.Raso-203-Sta.Cândida/C.Raso-603-Pinheirinho-602-Circular Sul(AH),105802,"-25,476410212996","-49,292681397146",41,14499,Anti-Horário ,Plataforma,6661,602
3647,Estação Tubo Dom Ático,108119,"-25,476243684941","-49,28020761933",30,47578,Terminal Sitio Cercado,Estação tubo,1388,602
3648,Estação Tubo Marumbi,108113,"-25,472415685599","-49,264478810391",27,47552,Terminal Sitio Cercado,Estação tubo,1388,602
3649,Estação Tubo Cel. Luiz José dos Santos,108091,"-25,495178470521","-49,240567811093",20,25424,Terminal Sitio Cercado,Estação tubo,1388,602
3650,Estação Tubo Ouro Verde,108063,"-25,508499702532","-49,295882997553",40,26046,Terminal Sitio Cercado,Estação tubo,1388,602
3651,Estação Tubo Winston Churchill,108123,"-25,520712670223","-49,295568839132",2,41828,Terminal Sitio Cercado,Estação tubo,1388,602
3652,Estação Tubo Arroio Cercado,108129,"-25,534667279096","-49,282751903355",5,41833,Terminal Sitio Cercado,Estação tubo,1388,602
3653,Terminal Portão-202-Cabral/C.Raso-203-Sta.Cândida/C.Raso-603-Pinheirinho-602-Circular Sul(AH),105802,"-25,476410212996","-49,292681397146",32,14499,Terminal Sitio Cercado,Plataforma,1388,602
3654,Terminal Capão Raso - 602 - Circular Sul (AH) / 603-Pinheirinho/Rui Barbosa,104803,"-25,492092582379","-49,293635601957",36,14497,Terminal Sitio Cercado,Plataforma,1388,602
3655,Terminal Sítio Cercado - 602 - Circular Sul (Anti-Horário),106102,"-25,534440000187","-49,268594541837",7,14492,Terminal Sitio Cercado,Plataforma,1388,602
3656,Estação Tubo Hospital do Trabalhador,108054,"-25,48580391176","-49,294195255414",28,26112,Terminal Boqueirão,Estação tubo,2662,602
3657,Estação Tubo Antero de Quental,108117,"-25,474764805215","-49,274147726855",23,47566,Terminal Boqueirão,Estação tubo,2662,602
3658,Estação Tubo Marumbi,108113,"-25,472415685599","-49,264478810391",21,47552,Terminal Boqueirão,Estação tubo,2662,602
3659,Estação Tubo Hipólito da Costa,108089,"-25,489675972353","-49,243255384526",15,43344,Terminal Boqueirão,Estação tubo,2662,602
3660,Estação Tubo Araça,108108,"-25,526944703107","-49,237278081736",7,43326,Terminal Boqueirão,Estação tubo,2662,602
3661,Estação Tubo Pedro Gusso,108057,"-25,49551353773","-49,294531722719",31,26102,Terminal Boqueirão,Estação tubo,2662,602
3662,Estação Tubo Ouro Verde,108063,"-25,508499702532","-49,295882997553",34,26046,Terminal Boqueirão,Estação tubo,2662,602
3663,Estação Tubo Sagrado Coração,108125,"-25,528058677408","-49,291496254764",37,41830,Terminal Boqueirão,Estação tubo,2662,602
3664,Estação Tubo Arroio Cercado,108129,"-25,534667279096","-49,282751903355",39,41833,Terminal Boqueirão,Estação tubo,2662,602
3665,Terminal Pinheirinho - 602 - Circular Sul (Anti-Horário),105703,"-25,51231489462","-49,295636465954",35,14494,Terminal Boqueirão,Plataforma,2662,602
3666,Estação Tubo Marumbi,108113,"-25,472415685599","-49,264478810391",12,47552,Terminal Hauer,Estação tubo,2663,602
3667,Estação Tubo Pádua Fleury,108085,"-25,475889851024","-49,249993093571",9,43347,Terminal Hauer,Estação tubo,2663,602
3668,Estação Tubo Santa Regina,108061,"-25,503444499958","-49,296033512286",24,26091,Terminal Hauer,Estação tubo,2663,602
3669,Estação Tubo Euclides da Cunha,108102,"-25,529997367388","-49,250161722719",35,41839,Terminal Hauer,Estação tubo,2663,602
3670,Estação Tubo Itajubá,108052,"-25,481815521522","-49,292786598616",11,26120,Terminal Portão,Estação tubo,2664,602
3671,Estação Tubo Santa Regina,108061,"-25,503444499958","-49,296033512286",17,26091,Terminal Portão,Estação tubo,2664,602
3672,Estação Tubo Ouro Verde,108063,"-25,508499702532","-49,295882997553",18,26046,Terminal Portão,Estação tubo,2664,602
3673,Terminal Carmo - 503 - Boqueirão / 602 - Circular Sul (Anti-Horário),104904,"-25,501615789035","-49,237535573802",37,14485,Terminal Portão,Plataforma,2664,602
3674,Estação Tubo Lindóia,108115,"-25,47377504133","-49,270055793485",37,47576,Terminal Pinheirinho,Estação tubo,2665,602
3675,Estação Tubo Antero de Quental,108117,"-25,474764805215","-49,274147726855",38,47566,Terminal Pinheirinho,Estação tubo,2665,602
3676,Estação Tubo Dom Ático,108119,"-25,476243684941","-49,28020761933",39,47578,Terminal Pinheirinho,Estação tubo,2665,602
3677,Estação Tubo Érico Veríssimo,108100,"-25,531236563547","-49,255340077243",18,41838,Terminal Pinheirinho,Estação tubo,2665,602
3678,Estação Tubo Rosa Tortato,108127,"-25,530848105972","-49,287770316422",13,41832,Terminal Pinheirinho,Estação tubo,2665,602
3679,Estação Tubo Coqueiros,108098,"-25,532562876501","-49,26178641659",17,41836,Terminal Pinheirinho,Estação tubo,2665,602
3680,Estação Tubo Erton Coelho,108110,"-25,525441033178","-49,230906144201",23,43328,Terminal Pinheirinho,Estação tubo,2665,602
3681,Estação Tubo Quartel,108093,"-25,506250493174","-49,235135987818",27,43333,Terminal Pinheirinho,Estação tubo,2665,602
3682,Terminal Pinheirinho - 602 - Circular Sul (Anti-Horário),105703,"-25,51231489462","-49,295636465954",10,14494,Terminal Pinheirinho,Plataforma,2665,602
3683,Estação Tubo Hipólito da Costa,108089,"-25,489675972353","-49,243255384526",30,43344,Anti-Horário ,Estação tubo,6661,602
3684,Estação Tubo Lindóia,108115,"-25,47377504133","-49,270055793485",28,47576,Terminal Sitio Cercado,Estação tubo,1388,602
3685,Estação Tubo Marechal Floriano,108211,"-25,469144829675","-49,254036970696",26,14598,Terminal Sitio Cercado,Estação tubo,1388,602
3686,Estação Tubo Antônio de Paula,108095,"-25,511499875429","-49,232588239273",17,43342,Terminal Sitio Cercado,Estação tubo,1388,602
3687,Estação Tubo Parque Iguaçú,108112,"-25,521034596928","-49,227946676574",15,41803,Terminal Sitio Cercado,Estação tubo,1388,602
3688,Estação Tubo Eucaliptos,108104,"-25,529054650019","-49,246220216572",11,41841,Terminal Sitio Cercado,Estação tubo,1388,602
3689,Terminal Carmo - 503 - Boqueirão / 602 - Circular Sul (Anti-Horário),104904,"-25,501615789035","-49,237535573802",19,14485,Terminal Sitio Cercado,Plataforma,1388,602
3690,Estação Tubo Lindóia,108115,"-25,47377504133","-49,270055793485",22,47576,Terminal Boqueirão,Estação tubo,2662,602
3691,Estação Tubo Antônio de Paula,108095,"-25,511499875429","-49,232588239273",11,43342,Terminal Boqueirão,Estação tubo,2662,602
3692,Estação Tubo Rosa Tortato,108127,"-25,530848105972","-49,287770316422",38,41832,Terminal Boqueirão,Estação tubo,2662,602
3693,Estação Tubo Erton Coelho,108110,"-25,525441033178","-49,230906144201",8,43328,Terminal Boqueirão,Estação tubo,2662,602
3694,Terminal Sítio Cercado - 602 - Circular Sul (Anti-Horário),106102,"-25,534440000187","-49,268594541837",1,14492,Terminal Boqueirão,Plataforma,2662,602
3695,Estação Tubo Hospital do Trabalhador,108054,"-25,48580391176","-49,294195255414",19,26112,Terminal Hauer,Estação tubo,2663,602
3696,Terminal Pinheirinho - 602 - Circular Sul (Anti-Horário),105703,"-25,51231489462","-49,295636465954",26,14494,Terminal Hauer,Plataforma,2663,602
3697,Estação Tubo Hipólito da Costa,108089,"-25,489675972353","-49,243255384526",39,43344,Terminal Portão,Estação tubo,2664,602
3698,Estação Tubo Quitandinha,108131,"-25,535810829139","-49,274466559708",24,41776,Terminal Portão,Estação tubo,2664,602
3699,Estação Tubo Nova Europa,108106,"-25,527780336075","-49,240706935942",30,43323,Terminal Portão,Estação tubo,2664,602
3700,Estação Tubo Passarela,108087,"-25,485848104211","-49,245121181427",40,43345,Terminal Portão,Estação tubo,2664,602
3701,Terminal Capão Raso - 602 - Circular Sul (AH) / 603-Pinheirinho/Rui Barbosa,104803,"-25,492092582379","-49,293635601957",14,14497,Terminal Portão,Plataforma,2664,602
3702,Estação Tubo Marechal Floriano,108211,"-25,469144829675","-49,254036970696",35,14598,Terminal Pinheirinho,Estação tubo,2665,602
3703,Terminal Hauer  - 602 - Circular Sul (Anti-Horário),105503,"-25,482014666271","-49,246866084895",32,14487,Terminal Pinheirinho,Plataforma,2665,602
3704,Estação Tubo Sagrado Coração,108125,"-25,528058677408","-49,291496254764",12,41830,Terminal Pinheirinho,Estação tubo,2665,602
3705,Estação Tubo Euclides da Cunha,108102,"-25,529997367388","-49,250161722719",19,41839,Terminal Pinheirinho,Estação tubo,2665,602
3706,Estação Tubo Dom Ático,108119,"-25,476243684941","-49,28020761933",39,47578,Anti-Horário ,Estação tubo,6661,602
